gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000130203.9,APOE,32.20640182495117,NA,1.435823398855728e-227,0.0003576994996461695,NA,NA,NA,1,1.0,1,1.435823398855728e-227,0.0307268354402359
ENSG00000186567.12,CEACAM19,15.80256687055974,NA,2.9870207052484417e-56,0.051899319141180254,NA,NA,NA,2,2.0,2,5.530224635154163e-56,0.5708594540371651
ENSG00000267467.3,APOC4,14.178637504577637,NA,1.242352502761456e-45,9.114231996671834e-13,NA,NA,NA,1,1.0,1,1.242352502761456e-45,5.27467381429712e-06
ENSG00000104853.15,CLPTM1,11.309557914733887,NA,1.1768095669563782e-29,0.00010399733057188707,NA,NA,NA,1,1.0,1,1.1768095669563782e-29,0.0315185995826807
ENSG00000203710.10,CR1,8.707548141479492,NA,3.1051835245993237e-18,0.04296938366137631,NA,NA,NA,1,1.0,1,3.1051835245993237e-18,0.398896184456438
ENSG00000104892.16,KLC3,-7.899650724456274,NA,2.7968604444325662e-15,0.0926261244766719,NA,NA,NA,2,2.0,2,1.962366260925962e-15,0.3994431482375129
ENSG00000130202.9,NECTIN2,7.318522453308106,NA,2.5071607674036627e-13,8.716111764071885e-05,NA,NA,NA,1,1.0,1,2.5071607674036627e-13,0.022715303155207
ENSG00000073921.17,PICALM,7.280141830444336,NA,3.334694010614025e-13,4.603089324626578e-05,NA,NA,NA,1,1.0,1,3.334694010614025e-13,0.0109264745856944
ENSG00000170684.8,ZNF296,-6.768186569213867,NA,1.3040652896994547e-11,0.021624772486796385,NA,NA,NA,1,1.0,1,1.3040652896994547e-11,0.258392574955913
ENSG00000087589.16,CASS4,-6.379218578338623,NA,1.779938422172211e-10,0.020500871108824866,NA,NA,NA,1,1.0,1,1.779938422172211e-10,0.315392512282351
ENSG00000142252.10,GEMIN7,6.374400138854982,NA,1.8368045156227022e-10,0.06989736147790955,NA,NA,NA,1,1.0,1,1.836804515622735e-10,0.382686078551234
ENSG00000158864.12,NDUFS2,-6.2847765319264175,NA,3.283256229192405e-10,0.03286603988549784,NA,NA,NA,2,2.0,2,6.693695264720877e-08,0.289713082233521
ENSG00000073008.14,PVR,-6.042440626464765,NA,1.5180021866890942e-09,0.010642390443379808,NA,NA,NA,2,2.0,2,7.600799847524497e-10,0.20029329920655803
ENSG00000263164.1,RP11-333E1.2,5.713226318359375,NA,1.1085409246334296e-08,0.0042202685551130485,NA,NA,NA,1,1.0,1,1.1085409246334296e-08,0.12264120738544099
ENSG00000104884.14,ERCC2,5.666713237762451,NA,1.4556265024484797e-08,0.0008894139194624079,NA,NA,NA,1,1.0,1,1.4556265024484797e-08,0.0433431968150954
ENSG00000066336.11,SPI1,5.658542633056641,NA,1.5266379541423477e-08,5.886235112936427e-07,NA,NA,NA,1,1.0,1,1.5266379541423477e-08,0.0010730786639906302
ENSG00000237541.3,HLA-DQA2,-5.579620665086474,NA,2.4104368123012047e-08,0.10952303913192427,NA,NA,NA,2,2.0,2,2.3279327184420508e-08,0.47745608007424695
ENSG00000103510.19,KAT8,-5.4793617511406625,NA,4.2686282684074575e-08,0.13792880190271528,NA,NA,NA,2,2.0,2,3.023686683635402e-06,0.34231109924170894
ENSG00000012061.15,ERCC1,-5.234502792358398,NA,1.6542957092919194e-07,0.0049844968463163015,NA,NA,NA,1,1.0,1,1.6542957092919194e-07,0.104154483060478
ENSG00000188186.10,LAMTOR4,-5.2306413650512695,NA,1.6892294202064287e-07,0.0004334139017685967,NA,NA,NA,1,2.0,2,1.6892294202064287e-07,0.028728591653407003
ENSG00000167378.8,IRGQ,-5.159949779510498,NA,2.470160948854064e-07,4.894399694482425e-05,NA,NA,NA,1,2.0,2,2.470160948854064e-07,0.0296078021014668
ENSG00000159640.15,ACE,-5.089255332946778,NA,3.594723265336236e-07,0.014794207265577532,NA,NA,NA,1,1.0,1,3.5947232653362625e-07,0.177494893245364
ENSG00000161929.14,SCIMP,5.0625092773776625,NA,4.1377392311451676e-07,0.006302478791652155,NA,NA,NA,2,2.0,2,5.326618001185855e-09,0.19870809573310996
ENSG00000105383.14,CD33,5.011690616607665,NA,5.395390102748943e-07,0.002601881992300152,NA,NA,NA,1,2.0,2,5.395390102748923e-07,0.07162378987087599
ENSG00000165916.8,PSMC3,-4.926836967468262,NA,8.357142841381024e-07,0.003376146847389501,NA,NA,NA,1,2.0,2,8.357142841381024e-07,0.0900063167364831
ENSG00000165917.9,RAPSN,4.892108917236328,NA,9.976120823681866e-07,0.012408643682226746,NA,NA,NA,1,1.0,1,9.976120823681866e-07,0.168678235864562
ENSG00000109919.9,MTCH2,-4.8473076820373535,NA,1.25148254415943e-06,0.033731980656958746,NA,NA,NA,1,1.0,1,1.25148254415943e-06,0.27811077457877903
ENSG00000158850.14,B4GALT3,4.837288436676787,NA,1.3162236045656023e-06,0.004453858601631681,NA,NA,NA,2,2.0,2,6.693695264720877e-08,0.09963401880188301
ENSG00000109920.12,FNBP4,-4.831882476806641,NA,1.3524808851186225e-06,0.0014145809049421051,NA,NA,NA,1,1.0,1,1.3524808851186225e-06,0.0550354692627785
ENSG00000234906.9,APOC2,4.814064588746814,NA,1.4789097362604202e-06,0.016439895546364665,NA,NA,NA,2,2.0,2,2.5012581318097625e-07,0.18044940058166697
ENSG00000221838.9,AP4M1,-4.81159109573375,NA,1.4973345856298815e-06,0.04881022225889389,NA,NA,NA,2,2.0,2,4.76509016682488e-06,0.229476723757005
ENSG00000177051.5,FBXO46,-4.7071404457092285,NA,2.5121583734445296e-06,0.0009572265371888003,NA,NA,NA,1,1.0,1,2.5121583734445296e-06,0.0524929465481928
ENSG00000234745.10,HLA-B,-4.706122390973295,NA,2.5247297703874125e-06,0.01503494667009727,NA,NA,NA,2,2.0,2,7.441920925498287e-05,0.512769923733436
ENSG00000172247.3,C1QTNF4,4.704128319112228,NA,2.549528665833209e-06,0.007712670439161237,NA,NA,NA,2,2.0,2,1.62188684877357e-06,0.127630493704828
ENSG00000128923.10,MINDY2,-4.471359252929688,NA,7.772400529305448e-06,0.004632130991932137,NA,NA,NA,1,1.0,1,7.772400529305504e-06,0.187305286727839
ENSG00000245975.2,RP11-30K9.6,-4.4713592529296875,NA,7.772400529305504e-06,0.12627242798677638,NA,NA,NA,1,1.0,1,7.772400529305504e-06,0.977943771585629
ENSG00000143224.17,PPOX,-4.44937165985155,NA,8.612187391864934e-06,0.01223236148663342,NA,NA,NA,2,2.0,2,8.524718280296459e-06,0.169457708174202
ENSG00000196126.11,HLA-DRB1,4.43682116307821,NA,9.12970812534684e-06,0.07950995408169165,NA,NA,NA,2,2.0,2,3.363265235267671e-10,0.287676152856078
ENSG00000065268.10,WDR18,-4.4305171914045625,NA,9.400735213246833e-06,0.6373203198057518,NA,NA,NA,3,3.0,3,2.3898236946216876e-05,0.8574221255693159
ENSG00000172803.17,SNX32,-4.419807434082031,NA,9.878889036799568e-06,0.10319024825583024,NA,NA,NA,1,1.0,1,9.878889036799568e-06,0.713286197920153
ENSG00000124701.5,APOBEC2,4.403097629547119,NA,1.06716112750936e-05,0.017668747933863898,NA,NA,NA,1,1.0,1,1.06716112750936e-05,0.246838834540988
ENSG00000178226.10,PRSS36,-4.402324676513672,NA,1.070971263305074e-05,0.11666650711602843,NA,NA,NA,1,1.0,1,1.070971263305074e-05,0.49806273594244604
ENSG00000235109.7,ZSCAN31,4.399970658851877,NA,1.0826551591382344e-05,0.3095392420564229,NA,NA,NA,2,2.0,2,1.3596008124874329e-05,0.7447266052059008
ENSG00000124602.9,UNC5CL,4.377448558807372,NA,1.2007668906556346e-05,2.4867774506030864e-05,NA,NA,NA,1,1.0,1,1.2007668906556303e-05,0.009854239270205591
ENSG00000124596.16,OARD1,-4.3166208267211905,NA,1.58435971943004e-05,0.0030496305316806654,NA,NA,NA,1,1.0,1,1.584359719430037e-05,0.10254965724872998
ENSG00000196735.11,HLA-DQA1,4.302166938781738,NA,1.6913579907345992e-05,0.029933922148667923,NA,NA,NA,1,1.0,1,1.6913579907345992e-05,0.259249160246506
ENSG00000095585.16,BLNK,4.257592201232911,NA,2.066404457986255e-05,0.00427623173528665,NA,NA,NA,1,1.0,1,2.0664044579862663e-05,0.224821002550078
ENSG00000186815.12,TPCN1,-4.2427895765579136,NA,2.207584096492016e-05,0.0020034487566749793,NA,NA,NA,2,2.0,2,3.538981575202923e-05,0.14048698350843802
ENSG00000143222.11,UFC1,-4.229756832122803,NA,2.3394405293512652e-05,4.028537558928034e-06,NA,NA,NA,1,1.0,1,2.3394405293512652e-05,0.00303828713389213
ENSG00000090238.11,YPEL3,-4.224823750513401,NA,2.391278529817919e-05,0.012181880880117103,NA,NA,NA,2,2.0,2,2.704164130782112e-05,0.16560236059908898
ENSG00000141034.9,GID4,4.2240586280822745,NA,2.3994158704669623e-05,3.405424414230466e-07,NA,NA,NA,1,1.0,1,2.3994158704669477e-05,0.000866695995280208
ENSG00000149930.17,TAOK2,4.211740970611572,NA,2.534100329027613e-05,0.00030105081314604423,NA,NA,NA,1,1.0,1,2.534100329027613e-05,0.0249406461940646
ENSG00000166578.9,IQCD,4.195240283416901,NA,2.7258246502986608e-05,0.0025821106493170024,NA,NA,NA,2,2.0,2,3.538981575202923e-05,0.130575463918175
ENSG00000232629.8,HLA-DQB2,-4.1742901802063,NA,2.9891656081136202e-05,0.2735875378273662,NA,NA,NA,1,1.0,1,2.989165608113637e-05,0.782635628993308
ENSG00000138442.9,WDR12,4.165482521057128,NA,3.106947282579296e-05,0.005032886804084626,NA,NA,NA,1,1.0,1,3.106947282579285e-05,0.158138271288315
ENSG00000213420.7,GPC2,4.117756366729736,NA,3.825788327974028e-05,3.9982804341042695e-05,NA,NA,NA,1,1.0,1,3.825788327974028e-05,0.015371912087011998
ENSG00000240053.8,LY6G5B,4.1077164659900935,NA,3.995902151753707e-05,0.025613983908344358,NA,NA,NA,2,2.0,2,0.00021585681033732732,0.30693976898929903
ENSG00000197062.11,ZSCAN26,-4.102989262444252,NA,4.0784618473909023e-05,0.11367216483989925,NA,NA,NA,2,2.0,2,4.6454165705250725e-06,0.425506153397174
ENSG00000101109.11,STK4,4.079090118408203,NA,4.521230920193124e-05,0.005315794443409394,NA,NA,NA,1,1.0,1,4.521230920193124e-05,0.136845312788936
ENSG00000163596.16,ICA1L,4.073394775390625,NA,4.633278970623026e-05,0.004078346213500609,NA,NA,NA,1,2.0,2,4.633278970623026e-05,0.140671871784641
ENSG00000204936.9,CD177,-4.058140754699707,NA,4.946495280501329e-05,0.0008141707712400689,NA,NA,NA,1,1.0,1,4.946495280501329e-05,0.0392739454522461
ENSG00000142233.11,NTN5,4.040974140167236,NA,5.3229628495173685e-05,0.08203447387158948,NA,NA,NA,1,1.0,1,5.3229628495173685e-05,0.423523518816963
ENSG00000139405.15,RITA1,-4.039984557325728,NA,5.345472097741843e-05,0.011177392180651315,NA,NA,NA,2,2.0,2,6.158789098320354e-05,0.337567064839782
ENSG00000124134.8,KCNS1,-4.0174560546875,NA,5.8829801856929273e-05,0.0044346096678120695,NA,NA,NA,1,1.0,1,5.8829801856929273e-05,0.124989501772312
ENSG00000176485.11,PLA2G16,4.009991645812988,NA,6.072089618910573e-05,0.00644647312052333,NA,NA,NA,1,1.0,1,6.072089618910573e-05,0.122563458883279
ENSG00000123064.12,DDX54,-4.006642818450928,NA,6.158789098320354e-05,0.00019640088794368346,NA,NA,NA,1,1.0,1,6.158789098320354e-05,0.0447364583179532
ENSG00000183258.11,DDX41,4.002004146575928,NA,6.280819768337673e-05,0.0002555182179317191,NA,NA,NA,1,1.0,1,6.280819768337673e-05,0.0471199413349503
ENSG00000108556.7,CHRNE,3.9540266513462057,NA,7.684684397068585e-05,0.16712688176447846,NA,NA,NA,2,2.0,2,7.03428423216747e-05,0.8796784932019951
ENSG00000265542.5,RP11-60A24.3,3.924697875976563,NA,8.683865451128768e-05,0.005166370147909689,NA,NA,NA,1,1.0,1,8.683865451128768e-05,0.135693527499718
ENSG00000166529.14,ZSCAN21,3.862772703170777,NA,0.00011210730824431201,0.08241728203196674,NA,NA,NA,1,1.0,1,0.00011210730824431201,0.3864816000038929
ENSG00000260136.5,CTD-2270L9.4,-3.8481953144073486,NA,0.00011899117020092487,0.04123239234427882,NA,NA,NA,1,1.0,1,0.00011899117020092487,0.334454171728424
ENSG00000166508.17,MCM7,-3.840184450149536,NA,0.00012294190463259908,0.00016401786278789581,NA,NA,NA,1,2.0,2,0.00012294190463259908,0.0172411111875173
ENSG00000177000.10,MTHFR,-3.7888776635630657,NA,0.00015132940721162286,0.009356605871219933,NA,NA,NA,2,2.0,2,0.00017043099854100442,0.16805824170669398
ENSG00000172500.12,FIBP,-3.7886798381805415,NA,0.0001514499405608521,0.01955104853210466,NA,NA,NA,1,1.0,1,0.0001514499405608517,0.283491851429002
ENSG00000146826.16,C7orf43,-3.777160406112671,NA,0.0001586265751159979,0.0008258866043293155,NA,NA,NA,1,1.0,1,0.0001586265751159979,0.0404437649562364
ENSG00000204428.12,LY6G5C,3.750197956738543,NA,0.00017669502482129293,0.27473569969533373,NA,NA,NA,2,2.0,2,0.0006189408566697733,0.9126774904461479
ENSG00000196388.8,INCA1,3.7500000230470247,NA,0.00017683455414904534,0.02468220082944681,NA,NA,NA,3,3.0,3,9.42700501390439e-06,0.266183582946004
ENSG00000133665.12,DYDC2,-3.7400114346180358,NA,0.00018401188382586106,0.005296675604382773,NA,NA,NA,2,2.0,2,0.00018627553767549613,0.10475765530659199
ENSG00000106290.14,TAF6,3.7374448776245117,NA,0.00018589982835245299,0.0018109250460509715,NA,NA,NA,1,1.0,1,0.00018589982835245299,0.0578515603923745
ENSG00000156735.10,BAG4,-3.735875966113133,NA,0.000187062861966139,0.0001976678935269369,NA,NA,NA,2,2.0,2,0.000220199437964209,0.06957188567938001
ENSG00000080371.5,RAB21,3.7281431018453803,NA,0.0001928958412066841,0.00407513887170187,NA,NA,NA,2,2.0,2,0.00027226152637546913,0.0984666716074636
ENSG00000185905.3,C16orf54,-3.707065343856812,NA,0.00020967485652484158,5.8488221100274434e-05,NA,NA,NA,1,1.0,1,0.00020967485652484196,0.0485801743030657
ENSG00000008282.8,SYPL1,-3.662676334381103,NA,0.0002495938257190246,0.0005792928233266454,NA,NA,NA,1,1.0,1,0.00024959382571902397,0.0743883440560175
ENSG00000196411.9,EPHB4,-3.656737804412842,NA,0.00025544542990348394,0.0033761615904244445,NA,NA,NA,1,1.0,1,0.00025544542990348394,0.0933183472489378
ENSG00000106460.18,TMEM106B,-3.6553363800048837,NA,0.00025684497951971376,0.000952947394301167,NA,NA,NA,1,1.0,1,0.0002568449795197146,0.0595295987098642
ENSG00000115825.9,PRKD3,-3.6503933225198657,NA,0.0002618390422148537,0.025401011481505986,NA,NA,NA,2,2.0,2,0.0002335943965531267,0.225149771644135
ENSG00000167397.14,VKORC1,3.59539794921875,NA,0.0003238960802243398,0.009607291400128353,NA,NA,NA,1,1.0,1,0.0003238960802243398,0.147035658635424
ENSG00000182103.4,FAM181B,-3.5754494667053223,NA,0.0003496267068216323,0.004891506526844664,NA,NA,NA,1,1.0,1,0.0003496267068216323,0.10513569224285699
ENSG00000187987.9,ZSCAN23,3.574354488675091,NA,0.00035109299878359604,0.06103649563846121,NA,NA,NA,2,2.0,2,0.0006839708694425877,0.36593005498266795
ENSG00000110768.11,GTF2H1,3.5717215538024907,NA,0.00035464235457437654,0.08429395714360675,NA,NA,NA,1,1.0,1,0.00035464235457437654,0.49730904505705
ENSG00000035720.7,STAP1,3.570174932479859,NA,0.00035674291080185473,0.0022032497551961526,NA,NA,NA,1,1.0,1,0.00035674291080185473,0.0829901359114888
ENSG00000166128.12,RAB8B,-3.553232192993164,NA,0.00038052842976278486,0.007266643121467239,NA,NA,NA,1,1.0,1,0.00038052842976278486,0.126326680483612
ENSG00000105519.15,CAPS,3.534799098968506,NA,0.0004080852969395062,2.8622965564149385e-07,NA,NA,NA,1,2.0,2,0.0004080852969395062,0.000967077169291333
ENSG00000145687.16,SSBP2,-3.528337001800537,NA,0.00041817939945241144,1.8434154852236045e-05,NA,NA,NA,1,1.0,1,0.00041817939945241144,0.00953358202609486
ENSG00000102870.5,ZNF629,3.5115091800689684,NA,0.0004455700736730219,3.950057371740503e-06,NA,NA,NA,1,1.0,1,0.00044557007367301973,0.00304656810930626
ENSG00000130703.15,OSBPL2,-3.4968960285186763,NA,0.00047070524849270626,1.937608079019528e-05,NA,NA,NA,1,1.0,1,0.0004707052484927054,0.0218479163748553
ENSG00000170606.14,HSPA4,3.4916326999664307,NA,0.0004800779256681209,0.04192467145605927,NA,NA,NA,1,1.0,1,0.0004800779256681209,0.347398885087417
ENSG00000171051.8,FPR1,-3.489131450653076,NA,0.00048459278331751263,0.012742589865401922,NA,NA,NA,1,1.0,1,0.00048459278331751263,0.17702120094760998
ENSG00000186710.11,CFAP73,-3.478737592697143,NA,0.0005037816305220698,0.000138388077735765,NA,NA,NA,1,1.0,1,0.0005037816305220688,0.0334764406782989
ENSG00000099377.13,HSD3B7,-3.4677553176879883,NA,0.0005248249188505971,0.02018418529958847,NA,NA,NA,1,1.0,1,0.0005248249188505971,0.20939650213840802
ENSG00000123815.11,COQ8B,3.448066473007202,NA,0.0005646150624333033,0.005236355950115235,NA,NA,NA,1,1.0,1,0.0005646150624333033,0.0983091209463321
ENSG00000167770.11,OTUB1,3.4451723098754883,NA,0.0005706954662079793,5.393095699992816e-06,NA,NA,NA,1,1.0,1,0.0005706954662079793,0.003314346486726
ENSG00000196352.14,CD55,-3.4332537651062007,NA,0.0005963836324304016,0.002895444319096548,NA,NA,NA,1,2.0,2,0.0005963836324304016,0.0927131897045456
ENSG00000204267.13,TAP2,3.40626523685908,NA,0.0006585816323625087,0.09174455852018354,NA,NA,NA,2,2.0,2,0.00017451002670843064,0.727445854981042
ENSG00000179965.11,ZNF771,-3.4016884746138976,NA,0.0006697093130986043,0.00018514004049367653,NA,NA,NA,2,2.0,2,0.0015189157747530651,0.030569194195953997
ENSG00000267855.5,NDUFA7,-3.3936696052551274,NA,0.0006896283953989213,0.005180157719400149,NA,NA,NA,1,1.0,1,0.0006896283953989213,0.124272639366346
ENSG00000270761.1,RP11-385F7.1,-3.3847721525492847,NA,0.0007123736027420172,0.05703261041355634,NA,NA,NA,2,2.0,2,9.96182317708649e-11,0.31925258049343
ENSG00000099817.11,POLR2E,3.3837616443634033,NA,0.0007150004556316317,0.022145969616684098,NA,NA,NA,1,1.0,1,0.0007150004556316317,0.239663947615724
ENSG00000149231.11,CCDC82,-3.3745198249816895,NA,0.0007394458962385048,0.16157619956421193,NA,NA,NA,1,2.0,2,0.0007394458962385048,0.834246472069083
ENSG00000167395.10,ZNF646,-3.350658893585205,NA,0.0008061954271038989,0.008723791848506534,NA,NA,NA,1,1.0,1,0.0008061954271038989,0.140722056699122
ENSG00000167394.12,ZNF668,3.350658893585205,NA,0.0008061954271038989,0.002742597101404879,NA,NA,NA,1,1.0,1,0.0008061954271038989,0.0789024580224206
ENSG00000275263.1,RP11-1072A3.4,3.34726071357727,NA,0.0008161441377061669,0.019627515145814355,NA,NA,NA,1,1.0,1,0.0008161441377061651,0.206488786044166
ENSG00000204839.8,MROH6,-3.3431308210124646,NA,0.000828388372544424,0.06660521450991685,NA,NA,NA,2,2.0,2,0.006713979134119933,0.386814287771189
ENSG00000103356.15,EARS2,3.33154974155936,NA,0.0008636386425088285,0.08711088452929933,NA,NA,NA,2,2.0,2,0.0006454037673778805,0.54064121185237
ENSG00000172175.12,MALT1,-3.3249650001525874,NA,0.0008842963528757782,0.00034784597538337964,NA,NA,NA,1,1.0,1,0.0008842963528757782,0.0544414109361328
ENSG00000065135.10,GNAI3,3.320137977600097,NA,0.0008997296805170327,1.2028407615274286e-05,NA,NA,NA,1,1.0,1,0.0008997296805170312,0.0191619471038919
ENSG00000145217.13,SLC26A1,-3.3180884666917567,NA,0.0009063577300452413,0.046806361068442305,NA,NA,NA,2,2.0,2,0.001884094092707331,0.30972244606333504
ENSG00000146828.17,SLC12A9,-3.3169908523559575,NA,0.0009099259568223812,0.012939334031191343,NA,NA,NA,1,1.0,1,0.0009099259568223825,0.16008377939940302
ENSG00000137274.12,BPHL,-3.2941527366638184,NA,0.000987188407910497,0.16137388756286786,NA,NA,NA,1,2.0,2,0.000987188407910497,0.785346909598104
ENSG00000204420.8,MPIG6B,3.2888255119323735,NA,0.0010060637353204093,0.0010477177905710666,NA,NA,NA,1,1.0,1,0.0010060637353204113,0.10332657520263198
ENSG00000104783.11,KCNN4,-3.2821197509765625,NA,0.0010302984009524455,0.08009548355112239,NA,NA,NA,1,1.0,1,0.0010302984009524455,0.442420953435903
ENSG00000157578.13,LCA5L,-3.2810371294220757,NA,0.0010342612821621793,0.3707755024130066,NA,NA,NA,2,2.0,2,0.0009680261575200389,0.596050727580119
ENSG00000198087.7,CD2AP,3.2652831077575684,NA,0.0010935471800874942,0.0019912752114582895,NA,NA,NA,1,2.0,2,0.0010935471800874942,0.12401756174500302
ENSG00000248714.6,RP11-1079K10.3,3.2574775218963627,NA,0.0011240716063572812,0.00015031166538225586,NA,NA,NA,1,1.0,1,0.0011240716063572842,0.0188916620329947
ENSG00000169896.16,ITGAM,3.256549119949341,NA,0.0011277541579432391,8.912550177226735e-06,NA,NA,NA,1,1.0,1,0.0011277541579432391,0.00434403403799436
ENSG00000111344.11,RASAL1,3.252835035324096,NA,0.0011425980938902574,0.00045379195589021593,NA,NA,NA,1,1.0,1,0.0011425980938902542,0.0567296737265108
ENSG00000184182.18,UBE2F,-3.251269365785613,NA,0.0011489094886988815,0.020089419688845804,NA,NA,NA,2,2.0,2,0.0016701436038024983,0.20493763336651702
ENSG00000113068.9,PFDN1,-3.2471375465393066,NA,0.0011657203802073208,0.0009768024905895327,NA,NA,NA,1,1.0,1,0.0011657203802073208,0.0438358661001096
ENSG00000052344.15,PRSS8,-3.2425601482391357,NA,0.0011846094040478335,0.0001520734460156715,NA,NA,NA,1,1.0,1,0.0011846094040478335,0.0184635541078221
ENSG00000112182.14,BACH2,-3.2336499691009517,NA,0.0012221914886788219,0.0005995929779192798,NA,NA,NA,1,1.0,1,0.0012221914886788219,0.0354755955104703
ENSG00000205791.3,LOH12CR2,-3.2316646575927734,NA,0.00123071394549884,0.002896674660223494,NA,NA,NA,1,1.0,1,0.00123071394549884,0.153158039271775
ENSG00000065060.16,UHRF1BP1,-3.230908858566859,NA,0.0012339728050971158,0.07921013199310084,NA,NA,NA,2,2.0,2,0.0004485010327101794,0.382919368163378
ENSG00000111912.19,NCOA7,3.226239681243896,NA,0.0012542827258265343,0.004631038686565288,NA,NA,NA,1,1.0,1,0.0012542827258265321,0.0971220966564382
ENSG00000169136.10,ATF5,-3.211491042812579,NA,0.001320480869866853,0.039401473438439104,NA,NA,NA,2,2.0,2,0.022882950250810646,0.5020568031291011
ENSG00000112033.13,PPARD,3.2109963403848,NA,0.001322756193149785,3.302176738678315e-07,NA,NA,NA,2,2.0,2,0.0012383419288674138,0.0012781111422977
ENSG00000147883.10,CDKN2B,3.2086112499237056,NA,0.0013337769775674882,0.0023729522223084757,NA,NA,NA,1,1.0,1,0.0013337769775674856,0.0681139836878683
ENSG00000156853.12,ZNF689,-3.1915788650512695,NA,0.0014149747614483513,1.6275756009463659e-06,NA,NA,NA,1,1.0,1,0.0014149747614483513,0.00191593385478102
ENSG00000137411.16,VARS2,-3.1791728664154615,NA,0.0014769597970602938,0.1598640319908718,NA,NA,NA,2,2.0,2,0.0018212093807018744,0.597735949611751
ENSG00000110536.13,PTPMT1,3.168469129814148,NA,0.0015324402228537991,0.0017288025822550651,NA,NA,NA,2,2.0,2,0.0018836153751471305,0.13410661244985
ENSG00000115266.11,APC2,3.1673567295074463,NA,0.001538314883795699,0.055518028089657515,NA,NA,NA,1,1.0,1,0.001538314883795699,0.34647775629537797
ENSG00000124459.11,ZNF45,-3.164357662200928,NA,0.0015542566545824709,0.029383845990154745,NA,NA,NA,1,1.0,1,0.0015542566545824743,0.373355839519479
ENSG00000088854.12,C20orf194,-3.160558332683812,NA,0.001574670710019381,0.03655100578934553,NA,NA,NA,2,2.0,2,0.0013609788319744094,0.19232743290241
ENSG00000149187.17,CELF1,3.15219795047102,NA,0.0016204637762589197,0.0001809864537243368,NA,NA,NA,2,2.0,2,0.0018836153751471305,0.0432881666191753
ENSG00000130204.12,TOMM40,-3.1493103504180913,NA,0.001636562933015289,0.0007065944004269057,NA,NA,NA,1,1.0,1,0.0016365629330152925,0.205916738741643
ENSG00000164967.9,RPP25L,-3.147842645645142,NA,0.0016448020860041891,0.006220776087434476,NA,NA,NA,1,1.0,1,0.0016448020860041928,0.11495768523019001
ENSG00000125107.17,CNOT1,-3.142123222351074,NA,0.0016772743137967814,0.0015520275769101276,NA,NA,NA,1,1.0,1,0.0016772743137967814,0.0492252306297349
ENSG00000170837.2,GPR27,3.140655040740967,NA,0.0016857045645768324,0.05914497931313926,NA,NA,NA,1,1.0,1,0.0016857045645768324,0.49540256319512704
ENSG00000103496.14,STX4,3.1333899497985844,NA,0.0017279970371269885,0.02982083506253332,NA,NA,NA,1,1.0,1,0.0017279970371269924,0.246348452973288
ENSG00000091490.10,SEL1L3,-3.120645523071288,NA,0.0018045511176975483,0.01880204354609253,NA,NA,NA,1,1.0,1,0.0018045511176975415,0.189941913516423
ENSG00000241106.6,HLA-DOB,-3.1131846425077323,NA,0.0018508018717852375,0.9552683050930917,NA,NA,NA,3,3.0,3,0.00017451002670843064,1.4252950071122599
ENSG00000131023.12,LATS1,-3.1114652168319044,NA,0.001861614038936944,0.012213218843095133,NA,NA,NA,2,2.0,2,0.0024860580686109773,0.151651354796968
ENSG00000174529.7,TMEM81,3.1059880233514616,NA,0.001896443965931665,0.04029942308179345,NA,NA,NA,3,3.0,3,0.00445920214297847,0.245007801122411
ENSG00000113119.12,TMCO6,3.1053497791290283,NA,0.0019005413147542055,0.013106616956217518,NA,NA,NA,1,1.0,1,0.0019005413147542055,0.16502536206347101
ENSG00000177238.13,TRIM72,3.1019039154052734,NA,0.001922803577352837,0.04474268505108193,NA,NA,NA,1,1.0,1,0.001922803577352837,0.310659766547011
ENSG00000104879.4,CKM,3.1005041599273686,NA,0.001931915000807588,2.8572229707785203e-05,NA,NA,NA,1,1.0,1,0.0019319150008075914,0.0108885831933655
ENSG00000149091.15,DGKZ,-3.0988001823425293,NA,0.001943060195665751,8.25935371252417e-05,NA,NA,NA,1,1.0,1,0.001943060195665751,0.0213347621377863
ENSG00000168778.11,TCTN2,3.092920995632602,NA,0.0019819689134844155,0.06375206026767413,NA,NA,NA,2,2.0,2,0.011844889651360675,0.614325352447576
ENSG00000130787.13,HIP1R,3.0884735584259033,NA,0.0020118759613556554,0.004470559955841323,NA,NA,NA,1,1.0,1,0.0020118759613556554,0.265882016144235
ENSG00000261696.1,RP11-354P17.15,3.0868167877197266,NA,0.002023122483013804,8.748696325417272e-07,NA,NA,NA,1,1.0,1,0.002023122483013804,0.0051678183480642
ENSG00000186272.12,ZNF17,-3.0783027391930164,NA,0.0020818330557433,0.12380401525263128,NA,NA,NA,2,2.0,2,0.003700558284934325,0.558820264711129
ENSG00000158882.14,TOMM40L,-3.063363313674927,NA,0.0021886416407018825,0.00038685574365455414,NA,NA,NA,1,1.0,1,0.0021886416407018825,0.0285896501194197
ENSG00000260911.2,RP11-196G11.2,-3.061593532562256,NA,0.0022016219539946107,0.058669684949195236,NA,NA,NA,1,2.0,2,0.0022016219539946107,0.346746978393741
ENSG00000184949.15,FAM227A,-3.056799785328993,NA,0.00223713649575589,0.024538138312945757,NA,NA,NA,2,2.0,2,0.006324977271848193,0.237374830947321
