gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000118276.11,B4GALT6,0.5940004279559479,NA,0.5525118267399958,0.0019731218586604557,NA,NA,NA,2,2.0,2,0.39693359402720585,0.0914250106503471
ENSG00000112977.15,DAP,-0.5938972160234145,NA,0.5525808611804566,0.05989784269442385,NA,NA,NA,3,3.0,3,0.5240892649153994,0.24059763528915099
ENSG00000134852.14,CLOCK,-0.5938554406166076,NA,0.5526088043255402,0.0005309035493607471,NA,NA,NA,1,1.0,1,0.55260880432554,0.0916253857096684
ENSG00000182366.9,FAM87A,-0.5936056971549988,NA,0.5527758696480849,0.014777213471546917,NA,NA,NA,1,1.0,1,0.5527758696480849,0.221745355624655
ENSG00000274211.4,SOCS7,0.5935733914375305,NA,0.5527974822939424,3.850216265092699e-05,NA,NA,NA,1,1.0,1,0.5527974822939424,0.012688687471099
ENSG00000163354.14,DCST2,0.5934857080110394,NA,0.5528561449232801,0.1344800811802943,NA,NA,NA,2,2.0,2,0.4802262243573834,0.4394077843609
ENSG00000140323.5,DISP2,0.5933312773704529,NA,0.5529594707017348,0.0367040747749951,NA,NA,NA,1,1.0,1,0.5529594707017348,0.343817818327747
ENSG00000143164.15,DCAF6,0.5933126211166382,NA,0.5529719537875684,0.00013408179876879805,NA,NA,NA,1,1.0,1,0.5529719537875684,0.0194909832959994
ENSG00000160602.13,NEK8,0.5932928048432644,NA,0.5529852132054097,0.007833796851755179,NA,NA,NA,2,2.0,2,0.4014428939710648,0.22692312043977997
ENSG00000175414.6,ARL10,0.5931152701377869,NA,0.5531040117605905,6.696927999169382e-06,NA,NA,NA,1,1.0,1,0.5531040117605905,0.0142979371394691
ENSG00000060656.19,PTPRU,-0.5930505990982056,NA,0.5531472899350586,0.00029047042487688755,NA,NA,NA,1,1.0,1,0.5531472899350586,0.108261944287031
ENSG00000273802.2,HIST1H2BG,0.5927237777505403,NA,0.553366025759275,0.00293327706241543,NA,NA,NA,2,2.0,2,0.31828781476537693,0.138437032807209
ENSG00000197302.10,ZNF720,0.5925422310829164,NA,0.5534875500844632,0.02114787789698584,NA,NA,NA,1,1.0,1,0.5534875500844632,0.449458102615189
ENSG00000283213.1,CTC-591M7.1,-0.5923771262168883,NA,0.5535980798918749,0.02137013030765625,NA,NA,NA,1,1.0,1,0.5535980798918748,0.199813434064608
ENSG00000087085.13,ACHE,0.5923447608947753,NA,0.553619748193718,2.797956246621625e-06,NA,NA,NA,1,2.0,2,0.5536197481937178,0.0030873150503396302
ENSG00000203666.12,EFCAB2,0.5922740391321666,NA,0.5536670972446773,0.9290236576074717,NA,NA,NA,3,3.0,3,0.04080790996055635,0.7220414975785341
ENSG00000155868.7,MED7,-0.5922293663024902,NA,0.5536970072510949,1.3176260162111144e-05,NA,NA,NA,1,1.0,1,0.5536970072510949,0.00527551739776624
ENSG00000126067.11,PSMB2,-0.5919592944160302,NA,0.5538778465828277,3.3992989607465624e-05,NA,NA,NA,2,2.0,2,0.5916125163503658,0.064502570877095
ENSG00000184281.14,TSSC4,-0.5918625028699875,NA,0.5539426649526007,0.01433666184634722,NA,NA,NA,2,2.0,2,0.4495053082265299,0.33409984294510997
ENSG00000150873.11,C2orf50,-0.5918271541595459,NA,0.553966337840167,9.615913702175645e-06,NA,NA,NA,1,1.0,1,0.553966337840167,0.0171328986992576
ENSG00000081386.12,ZNF510,-0.5916393399238586,NA,0.5540921245753306,8.551032730636654e-05,NA,NA,NA,1,1.0,1,0.5540921245753306,0.0510910529059128
ENSG00000151893.14,CACUL1,-0.591236960679078,NA,0.5543616611620837,0.01713486083565304,NA,NA,NA,2,2.0,2,0.01247945391162214,0.20172446653368398
ENSG00000255284.1,AP006621.5,-0.5911279916763306,NA,0.5544346658568017,0.13343022275422656,NA,NA,NA,1,1.0,1,0.5544346658568017,0.5371374681333929
ENSG00000234965.2,SHISA8,-0.5911200642585754,NA,0.5544399770801363,3.0028912028154426e-07,NA,NA,NA,1,1.0,1,0.5544399770801363,0.00127105408137312
ENSG00000173714.7,WFIKKN2,0.5908384919166565,NA,0.5546286414835615,0.08042307216666082,NA,NA,NA,1,1.0,1,0.5546286414835615,0.6520648330092521
ENSG00000153246.12,PLA2R1,0.5907330174388924,NA,0.5546993215614763,0.0010866519522534871,NA,NA,NA,2,2.0,2,0.5924999859968878,0.0967403753893682
ENSG00000071994.10,PDCD2,0.590493083000183,NA,0.554860121740846,0.022608744460457998,NA,NA,NA,1,1.0,1,0.554860121740846,0.225812588316867
ENSG00000228817.4,BACH1-IT2,0.5900073647499086,NA,0.5551857119948965,2.534298607475933e-06,NA,NA,NA,1,1.0,1,0.5551857119948966,0.00225537351626125
ENSG00000164743.4,C8orf48,-0.5899978280067444,NA,0.5551921056694797,0.00017610712400724116,NA,NA,NA,1,1.0,1,0.5551921056694797,0.0245231578560531
ENSG00000183908.5,LRRC55,0.589997708797455,NA,0.5551921855906397,2.30440482967637e-07,NA,NA,NA,1,1.0,1,0.5551921855906397,0.0011300315460725
ENSG00000106624.10,AEBP1,0.5899626504077161,NA,0.5552156899354797,0.11245925144135331,NA,NA,NA,3,3.0,3,0.2670963772130094,0.418739942392958
ENSG00000226686.7,LINC01535,0.5899578928947449,NA,0.5552188795725299,0.5256292041105736,NA,NA,NA,1,1.0,1,0.5552188795725299,1.1375342175486798
ENSG00000100218.11,RSPH14,-0.5897999401838802,NA,0.5553247828042114,0.010523674327231875,NA,NA,NA,2,2.0,2,0.24042949197881913,0.105575694397076
ENSG00000064961.18,HMG20B,0.5896664261817932,NA,0.555414308204765,1.515804558388238e-05,NA,NA,NA,1,1.0,1,0.555414308204765,0.0154820906447003
ENSG00000198959.11,TGM2,-0.5896632075309753,NA,0.5554164664998993,5.23848085960424e-06,NA,NA,NA,1,1.0,1,0.5554164664998993,0.0145387658797511
ENSG00000161082.12,CELF5,-0.589539349079132,NA,0.5554995240057472,2.530154130092264e-09,NA,NA,NA,1,1.0,1,0.5554995240057472,7.91164478100894e-05
ENSG00000144591.18,GMPPA,0.5895140767097474,NA,0.555516471999336,0.005480046716369639,NA,NA,NA,1,1.0,1,0.5555164719993362,0.13894341456649
ENSG00000041802.10,LSG1,-0.5894027787594874,NA,0.5555911129184008,0.2796044037294459,NA,NA,NA,2,2.0,2,0.285830109108723,0.887248050234422
ENSG00000111452.12,ADGRD1,0.5892720222473143,NA,0.5556788097936788,0.000634501139632338,NA,NA,NA,1,1.0,1,0.5556788097936787,0.0796838403845899
ENSG00000165732.12,DDX21,-0.5883880257606506,NA,0.5562718731987127,6.795476379779234e-05,NA,NA,NA,1,1.0,1,0.5562718731987127,0.0523642413647221
ENSG00000172671.19,ZFAND4,0.5883595624189063,NA,0.5562909740669468,0.02516921707178043,NA,NA,NA,2,2.0,2,0.47526972167345405,0.231405027094489
ENSG00000155287.10,SLC25A28,0.5883132815361023,NA,0.5563220324187695,3.0632931411083474e-05,NA,NA,NA,1,1.0,1,0.5563220324187695,0.0111887658670732
ENSG00000099810.18,MTAP,-0.5882406234741211,NA,0.5563707937748128,0.001574040844065029,NA,NA,NA,1,2.0,2,0.5563707937748128,0.252018754617982
ENSG00000180008.8,SOCS4,0.5882238745689392,NA,0.5563820343829958,0.0001215758663273868,NA,NA,NA,1,1.0,1,0.5563820343829958,0.0199670929361224
ENSG00000138483.2,CCDC54,-0.5881977081298827,NA,0.5563995955547998,0.00013628487903933825,NA,NA,NA,1,1.0,1,0.5563995955547998,0.0165604768657135
ENSG00000130711.3,PRDM12,0.5879771113395691,NA,0.5565476561774202,9.392115159961639e-07,NA,NA,NA,1,1.0,1,0.5565476561774202,0.0017619920103516
ENSG00000111254.7,AKAP3,0.5878017291872166,NA,0.5566653832477434,0.6736072894783711,NA,NA,NA,2,2.0,2,0.424041666258821,0.679193967817003
ENSG00000249816.6,LINC00964,-0.5877030236544095,NA,0.55673164568774,0.05573377861364868,NA,NA,NA,2,2.0,2,0.5569034241988454,0.34259072391999296
ENSG00000101280.7,ANGPT4,0.5875770556391366,NA,0.5568162154063521,0.0003629023993717925,NA,NA,NA,2,2.0,2,0.5489323354861921,0.0302458781609681
ENSG00000100577.18,GSTZ1,0.5874237349112219,NA,0.5569191570517016,0.06808767744239433,NA,NA,NA,2,2.0,2,0.568282273607797,0.39408852242521397
ENSG00000112667.12,DNPH1,-0.5872548818588257,NA,0.55703253804155,0.00042983126839730464,NA,NA,NA,1,2.0,2,0.55703253804155,0.0640773908721022
ENSG00000169410.9,PTPN9,-0.5872357812541723,NA,0.5570453643716788,8.466245403522806e-05,NA,NA,NA,2,2.0,2,0.44205132024160965,0.0432969316691326
ENSG00000110427.14,KIAA1549L,0.5871936082839967,NA,0.5570736846358564,4.1692505402485094e-05,NA,NA,NA,1,1.0,1,0.5570736846358564,0.0221990945469659
ENSG00000278052.1,RP11-379L18.3,-0.5871248841285704,NA,0.55711983622533,2.150682892679812e-06,NA,NA,NA,1,1.0,1,0.5571198362253298,0.00242535180035294
ENSG00000185774.14,KCNIP4,-0.5863456726074219,NA,0.5576432446182817,1.1881874858081956e-05,NA,NA,NA,1,1.0,1,0.5576432446182817,0.00470030435868212
ENSG00000111879.18,FAM184A,0.5860195755958557,NA,0.5578623600176169,8.504326878744229e-05,NA,NA,NA,1,1.0,1,0.5578623600176169,0.0149935828411489
ENSG00000160180.15,TFF3,0.5858410000801086,NA,0.5579823685765334,0.0008594955025344938,NA,NA,NA,1,1.0,1,0.5579823685765334,0.0404891241238417
ENSG00000050405.13,LIMA1,0.5857372283935548,NA,0.5580521122956523,6.598774973294885e-05,NA,NA,NA,1,1.0,1,0.5580521122956525,0.015664991041152997
ENSG00000111850.10,SMIM8,-0.5856213228269936,NA,0.5581300160634054,0.07476169341418595,NA,NA,NA,3,3.0,3,0.12671609116481616,0.485010693914763
ENSG00000067533.5,RRP15,0.585554287016104,NA,0.5581750753488082,0.2772002141920799,NA,NA,NA,2,2.0,2,0.5375853627740208,0.90915309599859
ENSG00000075340.22,ADD2,-0.5853812694549562,NA,0.5582913802830807,0.00044026293423806974,NA,NA,NA,1,1.0,1,0.5582913802830808,0.0338230584437463
ENSG00000106771.12,TMEM245,0.5853368391998462,NA,0.558321248851225,0.028737666243016487,NA,NA,NA,2,2.0,2,0.5862141595533598,0.219799349148749
ENSG00000171724.2,VAT1L,-0.5852915048599244,NA,0.5583517259977437,0.0016762949681379405,NA,NA,NA,1,1.0,1,0.558351725997744,0.111304546515625
ENSG00000134313.15,KIDINS220,0.5852475762367249,NA,0.5583812588874169,0.00040972427031906627,NA,NA,NA,1,1.0,1,0.5583812588874169,0.0324255450674369
ENSG00000025796.13,SEC63,-0.5851527378092838,NA,0.5584450206523576,0.003411394790702667,NA,NA,NA,2,2.0,2,0.135797555868473,0.128053415925873
ENSG00000135655.15,USP15,-0.5850861072540282,NA,0.5584898198190162,5.289566980009532e-08,NA,NA,NA,1,1.0,1,0.558489819819016,0.0004957666570112889
ENSG00000105193.8,RPS16,0.5850159525871277,NA,0.5585369903156201,0.007093669156132248,NA,NA,NA,1,1.0,1,0.5585369903156201,0.11442336015155001
ENSG00000116898.11,MRPS15,0.5849943161010742,NA,0.5585515386164088,0.00034944394242396906,NA,NA,NA,1,1.0,1,0.5585515386164088,0.0384676788472853
ENSG00000150527.16,CTAGE5,0.5848856568336487,NA,0.5586246035284697,0.005463365817119919,NA,NA,NA,1,1.0,1,0.5586246035284697,0.21193402767524105
ENSG00000123737.12,EXOSC9,0.5848088264465332,NA,0.5586762687949051,1.6108823460416446e-06,NA,NA,NA,1,1.0,1,0.5586762687949051,0.0045554695327057
ENSG00000162591.15,MEGF6,0.5847933685013048,NA,0.5586866639060246,0.00044863105999352166,NA,NA,NA,2,2.0,2,0.4020149703666518,0.0521931078403006
ENSG00000130818.11,ZNF426,0.5845665335655214,NA,0.5588392159669964,0.013724336757080376,NA,NA,NA,1,1.0,1,0.5588392159669965,0.27501757953153194
ENSG00000141456.14,PELP1,0.5843002200126648,NA,0.5590183441837562,0.006865541654754363,NA,NA,NA,1,1.0,1,0.5590183441837562,0.130325888427871
ENSG00000151090.17,THRB,-0.5842333436012268,NA,0.5590633310741022,8.193318577644553e-08,NA,NA,NA,1,1.0,1,0.5590633310741022,0.00121139666540744
ENSG00000087302.8,C14orf166,-0.5841554403305055,NA,0.5591157378053253,0.00028181667021137896,NA,NA,NA,1,1.0,1,0.5591157378053254,0.0408451487121434
ENSG00000068079.7,IFI35,-0.5841324329376221,NA,0.5591312156894132,0.00033523726289146213,NA,NA,NA,1,1.0,1,0.5591312156894132,0.0328584734352625
ENSG00000105583.9,WDR83OS,0.5838521122932434,NA,0.559319813972073,4.6137505218595017e-07,NA,NA,NA,1,1.0,1,0.559319813972073,0.00200226179081492
ENSG00000047365.11,ARAP2,0.5838193297386169,NA,0.5593418719219492,0.0004000421222841376,NA,NA,NA,1,1.0,1,0.5593418719219492,0.154938524907418
ENSG00000111674.8,ENO2,-0.5838109254837036,NA,0.5593475268461787,5.09438175115777e-05,NA,NA,NA,1,1.0,1,0.5593475268461787,0.0110449370897609
ENSG00000153827.13,TRIP12,0.5837169885635376,NA,0.559410735547025,0.004024151465749453,NA,NA,NA,1,1.0,1,0.559410735547025,0.0918499812885845
ENSG00000185630.18,PBX1,0.5833834409713746,NA,0.5596352025638538,5.912387651006652e-06,NA,NA,NA,1,1.0,1,0.5596352025638539,0.00350499046820657
ENSG00000173156.6,RHOD,0.5832539200782776,NA,0.5597223778181952,0.08986714633273699,NA,NA,NA,1,1.0,1,0.5597223778181952,0.8331400663030011
ENSG00000214435.7,AS3MT,-0.5832447821448262,NA,0.5597285284389044,0.8917105448938242,NA,NA,NA,4,4.0,4,0.43420199515375535,0.7736860398299259
ENSG00000137216.18,TMEM63B,0.5829281821753963,NA,0.5599416478816597,0.007368579500890898,NA,NA,NA,2,2.0,2,0.4439755640589049,0.20312711745913503
ENSG00000111450.13,STX2,-0.5828922986984253,NA,0.559965805345913,0.016782547726799643,NA,NA,NA,1,1.0,1,0.559965805345913,0.48789439905166
ENSG00000111711.9,GOLT1B,0.5826299786567688,NA,0.560142419717544,0.005314879161433273,NA,NA,NA,1,1.0,1,0.560142419717544,0.141186529103261
ENSG00000075035.9,WSCD2,0.5825698375701904,NA,0.5601829152057531,7.288547025465639e-05,NA,NA,NA,1,1.0,1,0.5601829152057531,0.0267901534804007
ENSG00000132692.18,BCAN,0.5824079513549805,NA,0.5602919269589328,1.0998273550812063e-05,NA,NA,NA,1,1.0,1,0.5602919269589328,0.009949802124063309
ENSG00000132958.17,TPTE2,-0.5821164846420288,NA,0.5604882221899752,0.0005204596761480923,NA,NA,NA,1,1.0,1,0.5604882221899752,0.113232370708494
ENSG00000181192.11,DHTKD1,-0.5815355181694031,NA,0.5608795873115261,0.0006287662524911046,NA,NA,NA,1,1.0,1,0.5608795873115261,0.0349986834172067
ENSG00000142528.15,ZNF473,-0.5815058246584451,NA,0.5608995937478376,5.2451470754391736e-05,NA,NA,NA,2,2.0,2,0.09481799710898611,0.0151570481701406
ENSG00000124145.6,SDC4,0.5812605619430542,NA,0.5610648562911174,0.0007416077389887689,NA,NA,NA,1,2.0,2,0.5610648562911174,0.0406824644846116
ENSG00000170791.17,CHCHD7,0.5810242891311644,NA,0.5612240835537452,9.594027691301377e-05,NA,NA,NA,1,1.0,1,0.5612240835537451,0.0414530926262601
ENSG00000110675.12,ELMOD1,-0.5809773989683846,NA,0.5612556860325757,0.0096906165826448,NA,NA,NA,2,2.0,2,0.5103897333128316,0.134076421291715
ENSG00000128487.16,SPECC1,0.580894522147927,NA,0.5613115444800292,0.0006253500940915877,NA,NA,NA,2,2.0,2,0.21654970327603762,0.0549855589203052
ENSG00000140988.15,RPS2,0.5808750987052917,NA,0.5613246361452584,0.000740629422726739,NA,NA,NA,1,1.0,1,0.5613246361452584,0.0802221480689564
ENSG00000113805.8,CNTN3,-0.5808499414141796,NA,0.5613415927221085,0.000712689284567902,NA,NA,NA,2,2.0,2,0.549678441074317,0.0905554296744192
ENSG00000197226.12,TBC1D9B,0.5807016042804896,NA,0.5614415803053944,0.2410753842132839,NA,NA,NA,2,2.0,2,0.31803543847058824,1.0087919145392699
ENSG00000124593.15,RP11-298J23.10,-0.5805342793464661,NA,0.5615543770731595,0.00011866084882506673,NA,NA,NA,1,1.0,1,0.5615543770731595,0.0843840335892585
ENSG00000243244.5,STON1,-0.5803527552866966,NA,0.5616767581202039,0.11191365212909737,NA,NA,NA,2,2.0,2,0.5914491125632739,0.356422929209349
ENSG00000087087.18,SRRT,-0.5801994800567627,NA,0.5617801042310093,0.003836019104025601,NA,NA,NA,1,1.0,1,0.5617801042310093,0.11401053710989502
ENSG00000006607.13,FARP2,-0.5800554752349852,NA,0.5618772081257593,0.0065939918396005865,NA,NA,NA,1,1.0,1,0.5618772081257593,0.146571675340049
ENSG00000169258.6,GPRIN1,-0.579922616481781,NA,0.5619668033088261,1.3566178315724227e-05,NA,NA,NA,1,1.0,1,0.5619668033088261,0.0285322037211546
ENSG00000114098.17,ARMC8,0.5797864198684692,NA,0.5620586565908607,0.0006362152214895913,NA,NA,NA,1,1.0,1,0.5620586565908607,0.0505366685823264
ENSG00000118046.14,STK11,0.5797587633132933,NA,0.5620773095219204,4.621794574251797e-05,NA,NA,NA,1,1.0,1,0.5620773095219203,0.0158357146546357
ENSG00000228798.1,AP000473.5,0.5796658769795978,NA,0.5621399587892966,0.0008582259622347333,NA,NA,NA,2,2.0,2,0.43708442729134234,0.0414357408963216
ENSG00000236377.1,AC084809.3,0.5794718861579895,NA,0.5622708111210306,5.507911516616504e-06,NA,NA,NA,1,1.0,1,0.5622708111210306,0.0055421732631060795
ENSG00000130511.15,SSBP4,0.5793337821960449,NA,0.5623639751389817,5.8233109891656087e-08,NA,NA,NA,1,1.0,1,0.5623639751389817,0.000784694193129336
ENSG00000186417.13,GLDN,-0.5793112302488721,NA,0.5623791892412051,0.011239572045364143,NA,NA,NA,3,3.0,3,0.2712396171574252,0.10129481723283
ENSG00000167306.19,MYO5B,0.5792900919914247,NA,0.5623934498137877,1.438069637923712e-06,NA,NA,NA,1,1.0,1,0.5623934498137877,0.0045163422510937894
ENSG00000118816.9,CCNI,-0.5792146325111389,NA,0.5624443587170416,9.411762870892896e-09,NA,NA,NA,1,1.0,1,0.5624443587170416,0.000320824451751984
ENSG00000176136.6,MC5R,-0.5785620808601379,NA,0.5628846969159255,7.945897697983697e-06,NA,NA,NA,1,2.0,2,0.5628846969159255,0.010117488513972
ENSG00000254480.1,RP11-23F23.2,0.578373372554779,NA,0.5630120672240735,1.1103901001079856e-07,NA,NA,NA,1,2.0,2,0.5630120672240735,0.00151648258724632
ENSG00000105993.14,DNAJB6,-0.5781196466090981,NA,0.5631833436647209,0.0016761412003854672,NA,NA,NA,2,2.0,2,0.46669573110707063,0.08911682585247802
ENSG00000077616.10,NAALAD2,-0.5781044363975524,NA,0.563193612040871,0.003971534826712127,NA,NA,NA,1,2.0,2,0.5631936120408709,0.15099600103639402
ENSG00000177084.16,POLE,-0.5780323147773742,NA,0.5632423023971227,0.020756149933773574,NA,NA,NA,1,1.0,1,0.5632423023971227,0.22932670084787302
ENSG00000238217.5,LINC01877,0.578007459640503,NA,0.5632590829323731,0.0017594786966627707,NA,NA,NA,1,1.0,1,0.5632590829323733,0.0834007607705775
ENSG00000258733.5,CTD-2341M24.1,0.5779491404754769,NA,0.5632984571001101,0.06432426990533482,NA,NA,NA,2,2.0,2,0.3307965762695585,0.8132550436207621
ENSG00000105479.15,CCDC114,0.5777490735054016,NA,0.5634335423435279,0.0019935349892968575,NA,NA,NA,1,1.0,1,0.5634335423435279,0.188959349098875
ENSG00000142227.10,EMP3,-0.5777490735054016,NA,0.5634335423435279,0.00013758392740246205,NA,NA,NA,1,1.0,1,0.5634335423435279,0.0496409751517026
ENSG00000185559.13,DLK1,-0.5777001976966858,NA,0.563466545669215,0.0005875188790768075,NA,NA,NA,1,1.0,1,0.563466545669215,0.0963871002031998
ENSG00000273142.1,RP11-458F8.4,-0.5773359537124634,NA,0.5637125302881218,0.04566681139995021,NA,NA,NA,1,1.0,1,0.5637125302881218,0.3608009106601471
ENSG00000181751.9,C5orf30,0.5770733952522279,NA,0.563889875785084,1.2794177727818955e-08,NA,NA,NA,1,1.0,1,0.5638898757850841,0.000624944943060263
ENSG00000249931.4,GOLGA8K,-0.576910376548767,NA,0.5640000005299848,0.006594707511208855,NA,NA,NA,1,1.0,1,0.5640000005299848,0.161237217933859
ENSG00000136883.13,KIF12,-0.5767194032669068,NA,0.5641290227284191,0.0073110368245377375,NA,NA,NA,1,2.0,2,0.5641290227284192,0.11713727538421399
ENSG00000104447.12,TRPS1,-0.5764284133911134,NA,0.5643256438005234,9.598229867229715e-07,NA,NA,NA,1,1.0,1,0.5643256438005235,0.0036897119292394203
ENSG00000197409.7,HIST1H3D,-0.5763585567474366,NA,0.5643728506556165,8.728024952629498e-05,NA,NA,NA,1,1.0,1,0.5643728506556166,0.0188697888693058
ENSG00000239774.1,RP11-496B10.3,0.5759184956550598,NA,0.5646702733691707,2.1440085715082777e-07,NA,NA,NA,1,1.0,1,0.5646702733691707,0.00229821320225156
ENSG00000183751.14,TBL3,-0.5759130716323851,NA,0.5646739397568122,5.5243349131818175e-05,NA,NA,NA,1,1.0,1,0.5646739397568121,0.0275504715369272
ENSG00000133627.17,ACTR3B,0.5759004354476928,NA,0.5646824812757383,1.5486383924410957e-05,NA,NA,NA,1,1.0,1,0.5646824812757383,0.0114871129530753
ENSG00000278214.1,LINC02139,-0.5758494138717651,NA,0.564716970305085,3.961059782186474e-05,NA,NA,NA,1,1.0,1,0.564716970305085,0.0171097389105341
ENSG00000137288.9,UQCC2,-0.5758061408996583,NA,0.564746222308731,3.372801745044059e-05,NA,NA,NA,1,1.0,1,0.564746222308731,0.0205088210679641
ENSG00000121316.10,PLBD1,0.5757322794641708,NA,0.5647961534259511,0.00953826213158657,NA,NA,NA,2,2.0,2,0.2942332505219568,0.16098883522532
ENSG00000119725.18,ZNF410,0.575606644153595,NA,0.5648810891117102,1.11230551935898e-06,NA,NA,NA,1,1.0,1,0.5648810891117102,0.00151600224827679
ENSG00000204120.14,GIGYF2,-0.575344979763031,NA,0.5650580069034028,0.00010600435962072598,NA,NA,NA,1,1.0,1,0.5650580069034028,0.0308897254699955
ENSG00000135312.6,HTR1B,0.5750295207491891,NA,0.5652713319884529,0.01145747575101777,NA,NA,NA,2,2.0,2,0.5336348486423341,0.19211610732948398
ENSG00000154229.11,PRKCA,0.5750027894973756,NA,0.565289410431179,0.0007643425307068867,NA,NA,NA,1,1.0,1,0.5652894104311791,0.125818252917596
ENSG00000161654.9,LSM12,-0.5749104174263215,NA,0.5653518841375915,0.007380923584462853,NA,NA,NA,2,2.0,2,0.5705167191090917,0.279592376712114
ENSG00000146457.14,WTAP,-0.5746139970218436,NA,0.5655523836028189,0.008853122834366484,NA,NA,NA,2,2.0,2,0.5546181371151351,0.15962888378244
ENSG00000146067.15,FAM193B,0.5745025873184205,NA,0.56562775022192,0.010716622306041462,NA,NA,NA,1,1.0,1,0.5656277502219201,0.16604533590759
ENSG00000111727.11,HCFC2,-0.5739886164665223,NA,0.565975504519791,1.201062498636474e-05,NA,NA,NA,1,1.0,1,0.565975504519791,0.0107112121324312
ENSG00000141433.12,ADCYAP1,-0.5737339159718168,NA,0.5661478737034887,0.0006752413621029388,NA,NA,NA,2,2.0,2,0.1399200652893336,0.0638530667043429
ENSG00000182698.11,RESP18,0.5735450437168996,NA,0.5662757097308648,0.7406396389391487,NA,NA,NA,2,2.0,2,0.5113918414984567,0.928756033702912
ENSG00000173598.13,NUDT4,-0.5735415220260621,NA,0.5662780934785921,0.0017801367049087018,NA,NA,NA,1,1.0,1,0.5662780934785923,0.108127786219049
ENSG00000172301.10,COPRS,-0.5734877543724227,NA,0.5663144881065453,0.002089821640418189,NA,NA,NA,2,2.0,2,0.5679165488927593,0.10076886129461099
ENSG00000033050.7,ABCF2,-0.5733515245729485,NA,0.5664067053160475,0.004879248568885353,NA,NA,NA,2,2.0,2,0.26056357540831565,0.14445522603992902
ENSG00000204682.5,CASC10,0.5733419357139645,NA,0.5664131965153947,3.266153044717551e-05,NA,NA,NA,2,2.0,2,0.39360983268970495,0.0216781610036296
ENSG00000129028.8,THAP10,-0.5730248093605042,NA,0.5666278960078872,0.004655489955122227,NA,NA,NA,1,1.0,1,0.5666278960078872,0.14554564680726503
ENSG00000120903.12,CHRNA2,0.5728254791274153,NA,0.5667628656591743,0.005981767270584199,NA,NA,NA,2,2.0,2,1.5712802943205815e-09,0.150835927916953
ENSG00000125648.14,SLC25A23,0.5728218637240916,NA,0.5667653138482218,0.002852244594161653,NA,NA,NA,2,2.0,2,0.10848380547948856,0.0833364031347635
ENSG00000198160.14,MIER1,0.5727373957633971,NA,0.5668225132073411,0.010166823529554813,NA,NA,NA,1,1.0,1,0.566822513207341,0.162116510223258
ENSG00000243284.1,VSIG8,0.5726611614227296,NA,0.5668741393632462,0.0036912495193244274,NA,NA,NA,1,1.0,1,0.5668741393632462,0.18227994416583101
ENSG00000165209.18,STRBP,-0.5726481277260467,NA,0.5668829660527774,0.001967201861095084,NA,NA,NA,2,2.0,2,0.1565955527007334,0.0929400693496712
ENSG00000146574.15,CCZ1B,-0.5725837917385934,NA,0.5669265366820885,0.3960981764037974,NA,NA,NA,3,3.0,3,0.08156000403915763,0.829185082861173
ENSG00000102967.11,DHODH,0.5725674884297275,NA,0.5669375781202506,0.21327314083687537,NA,NA,NA,2,2.0,2,0.09378504248882448,0.529174641535696
ENSG00000126247.10,CAPNS1,-0.5725160040277147,NA,0.56697244667838,0.018868281802666663,NA,NA,NA,2,2.0,2,0.567743201365748,0.404744357902084
ENSG00000197603.13,C5orf42,-0.5724529623985292,NA,0.5670151439360241,0.001339332299983668,NA,NA,NA,1,2.0,2,0.5670151439360243,0.0519150376250412
ENSG00000151690.14,MFSD6,-0.5722896456718446,NA,0.5671257633509684,0.00890039895839709,NA,NA,NA,1,1.0,1,0.5671257633509685,0.15512016171170998
ENSG00000188785.11,ZNF548,-0.5722212791442871,NA,0.5671720731616193,0.012083931932261219,NA,NA,NA,1,1.0,1,0.5671720731616193,0.23687963547754
ENSG00000090097.21,PCBP4,0.5721451044082642,NA,0.567223674195265,0.007253487231605128,NA,NA,NA,1,1.0,1,0.567223674195265,0.13395740207960402
ENSG00000128274.15,A4GALT,-0.5718644857406617,NA,0.5674137856673409,0.0033807071406341603,NA,NA,NA,1,1.0,1,0.567413785667341,0.125086508850353
ENSG00000076242.14,MLH1,-0.5718472599983214,NA,0.5674254566306696,0.0012561463101380284,NA,NA,NA,1,1.0,1,0.5674254566306695,0.0572164362780138
ENSG00000259459.5,RP11-321G12.1,0.5714399441511406,NA,0.5677014589752633,0.10948950749269154,NA,NA,NA,2,2.0,2,0.14902279989534084,0.46464159056408005
ENSG00000232645.5,LINC01431,0.571397066116333,NA,0.5677305174095765,0.026350180691096924,NA,NA,NA,1,1.0,1,0.5677305174095765,0.250045361638068
ENSG00000184619.3,KRBA2,-0.5713772177696228,NA,0.5677439688706327,0.014979347665838734,NA,NA,NA,1,1.0,1,0.5677439688706327,0.193170479352153
ENSG00000132740.8,IGHMBP2,0.5712822079658508,NA,0.5678083602594772,0.035603061489963665,NA,NA,NA,1,2.0,2,0.5678083602594772,0.30387784005668395
ENSG00000115468.11,EFHD1,0.5710789561271667,NA,0.5679461227077236,0.01332578639242175,NA,NA,NA,1,1.0,1,0.5679461227077236,0.330991601988445
